ISSN	REVISTA	QUALIS	AREA	OBS
0100-8358	Planta Daninha (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1935-2735	PLoS Neglected Tropical Diseases (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0104-1428	Polímeros (São Carlos. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0032-5155	Portugaliae Mathematica	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1824-8039	Pos Proceedings of Science	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1385-2256	Precision Agriculture (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1877-7058	Procedia Engineering	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1877-0428	Procedia: Social and Behavioral Sciences	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1018-4732	Proceedings - SPIE	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0277-786X	Proceedings of SPIE, the International Society for Optical Engineering	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1747-6526	Proceedings of the Institution of Civil Engineers. Waste and Resource Management (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1743-9213	Proceedings of the International Astronomical Union (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1678-7064	Química Nova (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0033-8230	Radiochimica Acta	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0100-3984	RB. Radiologia Brasileira (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0034-7264	RBM. Revista Brasileira de Medicina (Rio de Janeiro)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1878-5190	Reaction Kinetics, Mechanisms and Catalysis	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1579-1513	REEC. Revista Electrónica de Enseñanza de las Ciencias	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0370-4467	REM. Revista Escola de Minas (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1361-6633	Reports on Progress in Physics (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1984-5944	RETA-@ (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1562-3823	Revista Boliviana de Física	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0101-7659	Revista Brasileira de Aplicações de Vácuo (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1415-4366	Revista Brasileira de Engenharia Agrícola e Ambiental (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1982-873X	Revista Brasileira de Ensino de Ciência e Tecnologia	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1806-9126	Revista Brasileira de Ensino de Física (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0102-695X	Revista Brasileira de Farmacognosia (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2176-8978	Revista Brasileira de Física Médica (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1984-9001	Revista Brasileira de Física Médica (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1413-3555	Revista Brasileira de Fisioterapia (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0100-2945	Revista Brasileira de Fruticultura (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0102-261X	Revista Brasileira de Geofísica (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1519-1540	Revista Brasileira de Geomorfologia	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1516-8484	Revista Brasileira de Hematologia e Hemoterapia (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2176-3275	Revista Brasileira de História da Ciência	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0102-7786	Revista Brasileira de Meteorologia (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1806-5104	Revista Brasileira de Pesquisa em Educação em Ciências	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1516-0572	Revista Brasileira de Plantas Medicinais (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1519-9940	Revista Brasileira de Saúde e Produção Animal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0303-7657	Revista Brasileira de Saúde Ocupacional	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1516-3598	Revista Brasileira de Zootecnia / Brazilian Journal of Animal Science	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0253-5688	Revista CENIC. Ciencias Biológicas	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2176-1477	Revista Ciências & Idéias	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1516-4071	Revista Científica do Centro Universitário de Barra Mansa	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0120-2650	Revista Colombiana de Fisica	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1980-4466	Revista CPC (USP)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0253-9268	Revista Cubana de Física	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2175-6805	Revista de Cultura e Extensão	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0326-7091	Revista de Enseñanza de la Física	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1808-4001	Revista de História (Rio de Janeiro)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0325-6375	Revista de Investigación y Desarrollo Pesquero	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1807-2577	Revista de Odontologia da UNESP (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0301-0406	Revista de Patologia Tropical (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1809-3108	Revista Didática Sistêmica	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0100-3674	Revista do Instituto de Latícinios Cândido Tostes	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0036-4665	Revista do Instituto de Medicina Tropical de São Paulo (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1679-7094	Revista EDUTEC	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1809-8797	Revista Eletrônica de Materiais e Processos (UFCG)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1808-8007	Revista FAPERN	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1983-4195	Revista IBRACON de Estruturas e Materiais	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1548-0992	Revista IEEE América Latina	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1020-4989	Revista Panamericana de Salud Pública (Impresa) / Pan American Journal of Public Health (Impresa)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1981-8521	Revista Processos Químicos	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0101-8140	Revista Regional de Araçatuba - Associação Paulista de Cirurgiões Dentistas	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0103-9989	Revista USP	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1365-2966	Royal Astronomical Society. Monthly Notices	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1745-3925	Royal Astronomical Society. Monthly Notices. Letters (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0101-6717	Saber Eletrônica	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0148-7191	SAE Technical Paper Series	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1062-936X	SAR and QSAR in Environmental Research (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1777-0173	Science Magazine (Paris)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0103-9016	Scientia Agrícola (USP. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1808-2793	Scientia Plena	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1676-9791	Scientific American Brasil	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1874-8554	Scientific Modelling and Simulation (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0080-8784	Semiconductors and Semimetals	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1679-0367	Semina. Ciências Biológicas e da Saúde (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1676-5451	Semina. Ciências Exatas e Tecnológicas (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1793-0715	Series on Stability, Vibration and Control of Systems, Series B	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1980-9743	Soils & Rocks	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0371-1951	Spectrochimica Acta (Cessou em 1966. Foi desdobrado em dois: ISSN 0584-8539 Spectrochimica Acta. Part A, Molecular Spectroscopy e ISSN 0584-8547 Spectrochimica Acta. Part B, Atomic Spectroscopy)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1981-4291	Spectrum (Brasília. 2000)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0941-4355	Supportive Care in Cancer	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1932-8494	The Anatomical Record (Hoboken Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1286-0050	The European physical journal. Applied physics (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1434-6079	The European Physical Journal. D, Atomic, Molecular, Optical and Plasma Physics (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1951-6401	The European Physical Journal. Special Topics (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1980-0509	The International Journal of Atherosclerosis (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1528-834X	The Internet Journal of Cardiology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1520-5207	The Journal of Physical Chemistry. B (1997 : Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1678-9180	The Journal of Venomous Animals and Toxins Including Tropical Diseases (CD-ROM)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1733-8026	The Old and New Concepts of Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1874-2823	The Open Atmospheric Science Journal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1876-5254	The Open Bone Journal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1874-2483	The Open Energy & Fuels Journal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1875-1814	The Open Medical Devices Journal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0031-921X	The Physics Teacher	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0003-018X	Transactions of the American Nuclear Society	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1463-5216	Veterinary Ophthalmology (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1863-1959	Zoonoses and Public Health (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
